"CloseTime","OpenPrice","HighPrice","LowPrice","ClosePrice","Volume","QuoteVolume","Lag1","Lag2","Lag3","Lag4","Lag5","Return_Today","Direction_Today"
2019-02-16,3588.9,3632.2,3532.1,3567.4,10868.11767329,38847245.0313755,-1.01497641834679,7.67700166310288,-1.44868155345489,0.164242139840448,-0.6237248615564,-0.599069352726462,"Down"
2019-02-19,3567.8,3926,3552.7,3870.7,17362.71192086,64469816.789935,-0.599069352726462,-1.01497641834679,7.67700166310288,-1.44868155345489,0.164242139840448,8.48982566287347,"Up"
2019-02-22,3870.1,3986,3838.2,3897.1,18425.63960373,72089639.9569999,8.48982566287347,-0.599069352726462,-1.01497641834679,7.67700166310288,-1.44868155345489,0.697656391307718,"Up"
2019-02-25,3897.1,4190.3,3625,3732.2,24302.66756091,95560532.4564843,0.697656391307718,8.48982566287347,-0.599069352726462,-1.01497641834679,7.67700166310288,-4.23135151779529,"Down"
2019-02-28,3732.4,3860.3,3652.6,3799.1,15720.39821395,59553372.6125609,-4.23135151779529,0.697656391307718,8.48982566287347,-0.599069352726462,-1.01497641834679,1.78705390633372,"Up"
2019-03-03,3797.8,3885,3754.3,3809.9,10061.98642078,38357067.2754092,1.78705390633372,-4.23135151779529,0.697656391307718,8.48982566287347,-0.599069352726462,0.318605508452259,"Up"
2019-03-06,3810.3,3875.1,3670.9,3844.9,11139.26764317,41925359.0398569,0.318605508452259,1.78705390633372,-4.23135151779529,0.697656391307718,8.48982566287347,0.908064981759964,"Up"
2019-03-09,3845,3910,3760.3,3844.3,12157.05135674,46894010.6281152,0.908064981759964,0.318605508452259,1.78705390633372,-4.23135151779529,0.697656391307718,-0.0182054616384868,"Down"
2019-03-12,3840.5,3947,3815.5,3850.7,7967.85159896,30905570.8831673,-0.0182054616384868,0.908064981759964,0.318605508452259,1.78705390633372,-4.23135151779529,0.265590417914329,"Up"
2019-03-15,3852,3907,3781.6,3853.9,9891.03926457,38086191.741675,0.265590417914329,-0.0182054616384868,0.908064981759964,0.318605508452259,1.78705390633372,0.0493250259605423,"Up"
2019-03-18,3853.9,4042.5,3846.8,3965,8747.67248309,34490617.0391029,0.0493250259605423,0.265590417914329,-0.0182054616384868,0.908064981759964,0.318605508452259,2.8827940527777,"Up"
2019-03-21,3965.1,4048.8,3935.2,4032.1,10885.80605512,43381648.5257051,2.8827940527777,0.0493250259605423,0.265590417914329,-0.0182054616384868,0.908064981759964,1.68974300774255,"Up"
2019-03-24,4030.9,4064.4,3871.3,3982.5,8959.48057106,35710110.686577,1.68974300774255,2.8827940527777,0.0493250259605423,0.265590417914329,-0.0182054616384868,-1.20072440397926,"Down"
2019-03-27,3982.4,3982.4,3855.5,3918.9,9208.52191978,36180528.9812075,-1.20072440397926,1.68974300774255,2.8827940527777,0.0493250259605423,0.265590417914329,-1.59451586982724,"Down"
2019-03-30,3919,4100,3913,4088.9,11080.70910839,44601509.59259,-1.59451586982724,-1.20072440397926,1.68974300774255,2.8827940527777,0.0493250259605423,4.33528961469763,"Up"
2019-04-02,4088.4,4148.6,4040,4137.8,8110.95746175,33338075.1468339,4.33528961469763,-1.59451586982724,-1.20072440397926,1.68974300774255,2.8827940527777,1.20829664416398,"Up"
2019-04-05,4137.9,5362.7,4133.1,4905.7,53904.92917881,263987452.641844,1.20829664416398,4.33528961469763,-1.59451586982724,-1.20072440397926,1.68974300774255,18.5553058314604,"Up"
2019-04-08,4905.7,5270,4886,5194.2,16913.60201414,85807120.0947703,18.5553058314604,1.20829664416398,4.33528961469763,-1.59451586982724,-1.20072440397926,5.88091403877123,"Up"
2019-04-11,5194.4,5464,5125.5,5321,21669.45153326,113953228.182597,5.88091403877123,18.5553058314604,1.20829664416398,4.33528961469763,-1.59451586982724,2.43724010472818,"Up"
2019-04-14,5321.4,5343.4,4920,5065.6,16562.52914653,84183473.4268961,2.43724010472818,5.88091403877123,18.5553058314604,1.20829664416398,4.33528961469763,-4.80700567519824,"Down"
2019-04-17,5065.6,5245,4942.8,5204.1,12338.78476261,63085546.5351458,-4.80700567519824,2.43724010472818,5.88091403877123,18.5553058314604,1.20829664416398,2.73412823752369,"Up"
2019-04-20,5204,5366.5,5175.1,5286,10894.34112315,57240525.4922971,2.73412823752369,-4.80700567519824,2.43724010472818,5.88091403877123,18.5553058314604,1.57571099154497,"Up"
2019-04-23,5286,5453.3,5200,5384,11279.5582509,60019634.1931784,1.57571099154497,2.73412823752369,-4.80700567519824,2.43724010472818,5.88091403877123,1.85395384033295,"Up"
2019-04-26,5384,5645,4357.1,5128.7,26991.64618692,146034766.984291,1.85395384033295,1.57571099154497,2.73412823752369,-4.80700567519824,2.43724010472818,-4.74182763744428,"Down"
2019-04-29,5128.7,5290,5043.3,5156.1,14265.8111434,73545631.0720192,-4.74182763744428,1.85395384033295,1.57571099154497,2.73412823752369,-4.80700567519824,0.534248445025066,"Up"
2019-05-02,5156.2,5359.3,5061.1,5323.3,12476.81149841,65148311.7761414,0.534248445025066,-4.74182763744428,1.85395384033295,1.57571099154497,2.73412823752369,3.24075869826617,"Up"
2019-05-05,5323.2,5840,5309.6,5763.5,22848.23814261,128405201.045852,3.24075869826617,0.534248445025066,-4.74182763744428,1.85395384033295,1.57571099154497,8.27134054703938,"Up"
2019-05-08,5765.6,5967.8,5563.4,5744,17534.17849708,101272863.121628,8.27134054703938,3.24075869826617,0.534248445025066,-4.74182763744428,1.85395384033295,-0.374635770778416,"Down"
2019-05-11,5747,6430,5660,6337.9,23351.73823247,142577705.668495,-0.374635770778416,8.27134054703938,3.24075869826617,0.534248445025066,-4.74182763744428,10.2818862014964,"Up"
2019-05-14,6339.5,8169.3,6338,7816.3,57081.56145866,413992831.35137,10.2818862014964,-0.374635770778416,8.27134054703938,3.24075869826617,0.534248445025066,23.2952125561953,"Up"
2019-05-17,7817.1,8370,7620,7880.7,43309.76917589,346547086.736622,23.2952125561953,10.2818862014964,-0.374635770778416,8.27134054703938,3.24075869826617,0.813600951759597,"Up"
2019-05-20,7883.6,8300,6636,8194.9,42702.64706648,320236855.013501,0.813600951759597,23.2952125561953,10.2818862014964,-0.374635770778416,8.27134054703938,3.9487036379319,"Up"
2019-05-23,8197.2,8198.2,7510,7622.1,27259.94925582,215149735.66212,3.9487036379319,0.813600951759597,23.2952125561953,10.2818862014964,-0.374635770778416,-7.01581027667985,"Down"
2019-05-26,7623.1,8173.7,7470,8066.5,18361.09428819,144968447.299104,-7.01581027667985,3.9487036379319,0.813600951759597,23.2952125561953,10.2818862014964,5.81653133239758,"Up"
2019-05-29,8067.4,8953.4,7896.2,8720.1,22704.93377647,195560749.014789,5.81653133239758,-7.01581027667985,3.9487036379319,0.813600951759597,23.2952125561953,8.09058680615813,"Up"
2019-06-01,8720.1,9094.4,7988.8,8552.9,26980.03746357,229145782.360282,8.09058680615813,5.81653133239758,-7.01581027667985,3.9487036379319,0.813600951759597,-1.9174092040229,"Down"
2019-06-04,8552.9,8841.3,8039,8120,15211.50866349,129500703.580524,-1.9174092040229,8.09058680615813,5.81653133239758,-7.01581027667985,3.9487036379319,-5.06144114861625,"Down"
2019-06-07,8103.6,8104.7,7425,7804.3,29502.94790903,228978499.753042,-5.06144114861625,-1.9174092040229,8.09058680615813,5.81653133239758,-7.01581027667985,-3.69342020830249,"Down"
