"exchange_id","name","year_established","country","url","trust_score","trading_volume_24h_btc"
"elk_finance_bsc","Elk Finance (BSC)",NA,NA,"https://app.elk.finance/#/swap",5,2.94259051048863
"darkknight","Dark KnightSwap",NA,NA,"https://darkdex.knightswap.financial/#/swap",5,2.8262892096245
"oolongswap","Oolongswap",NA,NA,"https://oolongswap.com",5,2.77526861812832
"spartan_protocol","Spartan Protocol",NA,NA,"https://dapp.spartanprotocol.org/",5,2.66413750120342
"radioshack_bsc","RadioShack (BSC)",NA,NA,"https://app.radioshack.org/swap?",5,2.61104184751571
"elk_finance_avax","Elk Finance (Avalanche)",NA,NA,"https://app.elk.finance/",5,2.4583437889483
"saros","Saros Finance",NA,NA,"https://saros.finance/",5,2.24997541274563
"radioshack_avalanche","RadioShack (Avalanche)",NA,NA,"https://app.radioshack.org/swap?",5,2.19981564594309
"btc_trade_ua","BTC Trade UA",NA,NA,"https://btc-trade.com.ua/",5,1.97252503657191
"mistswap_smart_bitcoin_cash","Mistswap",NA,NA,"https://mistswap.fi/",4,1.89855410800492
"quipuswap","Quipuswap",NA,NA,"https://quipuswap.com/swap",5,1.87526819432168
"bakeryswap","Bakeryswap",2020,NA,"https://www.bakeryswap.org/#/swap",5,1.65298300831093
"sushiswap_xdai","Sushiswap (xDai)",NA,NA,"https://app.sushi.com/swap",5,1.65076163132229
"zenlink_moonriver","Zenlink (Moonriver)",NA,NA,"https://dex.zenlink.pro/#/swap",5,1.86802043408945
"muesliswap-milkada","Muesliswap (Milkada)",2022,"Switzerland","https://milkomeda.muesliswap.com/swap",5,1.34175040686674
"sushiswap_fantom","Sushiswap (Fantom)",NA,NA,"https://app.sushi.com/swap",5,1.32063791217177
"pegasys","Pegasys",NA,NA,"https://app.pegasys.finance/#/swap",5,1.28321455599405
"swapr_arbitrum","Swapr (Arbitrum)",NA,NA,"https://swapr.eth.limo",5,1.25724334102687
"makiswap","Makiswap",2021,NA,"https://app.makiswap.com/",5,1.22230301748221
"leonicornswap","LeonicornSwap",NA,NA,"https://www.leonicornswap.com/",5,1.18842310196732
"sushiswap_bsc","Sushiswap (BSC)",NA,NA,"https://app.sushi.com/swap",5,1.11215456778909
"cronus_finance","Cronus Finance",2022,NA,"https://cronusfinance.xyz/#/swap",5,0.93647915772105
"crodex","Crodex",NA,NA,"https://swap.crodex.app/#/swap",5,0.881639599064133
"elk_finance_polygon","Elk Finance (Polygon)",NA,NA,"https://app.elk.finance/#/swap",5,0.865088919283721
"levinswap_xdai","Levinswap (xDai)",NA,NA,"https://app.levinswap.org/#/swap",5,0.851373318651245
"polycat_finance","Polycat Finance",NA,NA,"https://polycat.finance/swap",5,0.811358480459382
"solarflare","Solarflare",NA,NA,"https://app.solarflare.io/exchange/swap",5,0.76090243076935
"zappy","Zappy",NA,NA,"https://www.zappy.finance/swap",5,0.688134968621947
"acsi_finance","Acsi Finance",2021,"Singapore","https://app.acsi.finance/#/",5,0.677859357696403
"kuswap","Kuswap",2021,NA,"https://kuswap.finance/#/swap",5,0.658278108177452
"radioshack_ethereum","RadioShack (Ethereum)",NA,NA,"https://app.radioshack.org/swap?",5,0.645522101887107
"milkyswap-milkada","MilkySwap",2022,NA,"https://www.milkyswap.exchange/swap",5,0.489514232380673
"tangoswap","TangoSwap",NA,NA,"https://tangoswap.cash/swap",5,0.462310063615787
"huckleberry","Huckleberry",NA,NA,"https://www.huckleberry.finance/#/swap",5,0.38024425590095
"zenlink_moonbeam","Zenlink (Moonbeam)",NA,NA,"https://dex.zenlink.pro/#/swap",5,0.378197628870052
"paintswap","Paintswap",NA,NA,"https://paintswap.finance/",5,0.371186176417112
"nearpad","NearPAD",2021,NA,"https://dex.nearpad.io/swap",5,0.358493613189975
"omnidex","OmniDex",NA,NA,"https://omnidex.finance/swap",5,0.338829840439535
"hakuswap","HakuSwap",NA,NA,"https://hakuswap.com/",5,0.250608730593352
"excalibur","Excalibur",2022,NA,"https://app.excalibur.exchange/",5,0.239890252159192
"openswap","OpenSwap",NA,NA,"https://app.openswap.one/",5,0.142657734240751
"nachoswap","NachoSwap",NA,NA,"https://nachoxyz.com/",5,0.0956088314160539
"pinkswap","PinkSwap",2021,NA,"https://exchange.pinkswap.finance",5,0.0091230569200741
"hermes_protocol","Hermes Protocol",NA,NA,"https://hermes.maiadao.io/#/swap",5,7.1357666107095
"sphynx_swap","Sphynx Swap (BSC)",NA,NA,"https://thesphynx.co/",5,2.3272131176338
"step_finance","Step Finance",NA,NA,"https://www.step.finance/",5,0.747007728030063
"chiliz","Chiliz",2020,"Seychelles","https://www.chiliz.net",5,390.895591983865
"fraxswap_ethereum","Fraxswap (Ethereum)",NA,NA,"https://app.frax.finance/swap/main",5,38.1406940627675
"capricorn","Capricorn",NA,NA,"https://www.capricorn.finance/",5,24.4144426139055
"claimswap","Claimswap",NA,NA,"https://claimswap.org/",5,17.5139656521916
"swapr_ethereum","Swapr (Ethereum)",NA,NA,"https://swapr.eth.limo",5,10.4662106857489
"yobit","YoBit",NA,"Russia","https://yobit.net/en/",4,4580.69782466803
"finexbox","FinexBox",2018,"Hong Kong","https://www.finexbox.com/",4,4206.95716886169
"vindax","Vindax",2019,"Vietnam","https://vindax.com/",4,2918.71375285421
"balancer","Balancer (v2)",2020,NA,"https://app.balancer.fi/#/trade",4,2825.12581852663
"zbg","ZBG",2018,"China","https://www.zbg.com/",4,957586.836808507
"btc_alpha","BTC-Alpha",2016,NA,"https://btc-alpha.com/",4,975.296639676677
"omgfin","Omgfin",2018,"Estonia","https://omgfin.com/exchange/",4,959.699865817182
"mercatox","Mercatox",NA,NA,"https://mercatox.com/",4,549.265297029121
"platypus_finance","Platypus Finance",NA,NA,"https://app.platypus.finance/",4,270.608711276545
"idex","Idex",2017,"Panama","https://idex.market",4,507.816394897184
"templedao","TempleDAO",2021,NA,"https://www.templedao.link/",4,203.791676242378
"bitoffer","Bitoffer",2019,"Hong Kong","https://www.bitoffer.com/en",4,6282.6208062906
"bilaxy","Bilaxy",NA,NA,"https://bilaxy.com/",4,138.115496563314
"resfinex","Resfinex",2019,"British Virgin Islands","https://resfinex.com/",4,1380.25067947583
"btcmarkets","BTCMarkets",NA,"Australia","https://www.btcmarkets.net/",4,92.7094323738512
"equos","EQONEX",2020,"Singapore","https://eqonex.com",4,57.3824425077727
"mdex","Mdex",2021,"British Virgin Islands","https://mdex.co/#/",4,55.449103773222
"balancer_polygon","Balancer (Polygon)",NA,NA,"https://polygon.balancer.fi/#/trade",4,36.9199623764873
"narkasa","Narkasa",2020,"Turkey","https://narkasa.com/",4,27.3636480193714
"binance_dex","Binance DEX",2019,"Malta","https://www.binance.org/en/trade",4,22.4883734257639
"knightswap","KnightSwap",2022,NA,"https://dex.knightswap.financial/#/swap",4,21.6783557704844
"trade_ogre","TradeOgre",2018,NA,"https://tradeogre.com/",4,12.6079635525404
"swappi","Swappi",NA,NA,"https://app.swappi.io/#/swap?",4,10.2925806228143
"bit2c","Bit2c",2013,"Israel","https://bit2c.co.il/",4,6.98518935152847
"yoshi_exchange_ftm","Yoshi.exchange (Fantom)",NA,NA,"https://yoshi.exchange/",4,5.26320970877162
"puddingswap","PuddingSwap",NA,NA,"https://puddingswap.finance/",4,4.76466071071813
"aprobit","Aprobit",2020,"South Korea","https://www.aprobit.com/",4,4.73601419325819
"jswap","Jswap",2021,NA,"https://app.jswap.finance/#/swap",4,4.0176325076972
"graviex","Graviex",2017,"Malta","https://graviex.net/",4,3.67975463426857
"one_inch_liquidity_protocol","1inch Liquidity Protocol",NA,NA,"https://app.1inch.io",4,3.44234085770826
"south_xchange","SouthXchange",2015,"Argentina","https://www.southxchange.com/",4,3.0172250502652
"loop","Loop Markets",NA,NA,"https://dex.loop.markets/swap#Swap",4,2.74819374472772
"honeyswap","Honeyswap",2020,NA,"https://app.honeyswap.org",4,1.91391506447677
"wigoswap","Wigoswap",2022,NA,"https://wigoswap.io/swap",4,1.57293609823514
"wannaswap","Wannaswap",2021,NA,"https://wannaswap.finance/exchange/swap",4,1.48654797957742
"glide_finance","Glide Finance",NA,NA,"https://glidefinance.io/swap",4,1.33700813002197
"stake_cube","StakeCube Exchange",2019,"Germany","https://stakecube.net/app/exchange/",4,1.1588568091239
"safe_trade","SafeTrade",2018,"Saint Vincent and the Grenadines","https://safe.trade/",4,0.721053962492801
"voltswap_meter","Voltswap (Meter)",NA,NA,"https://voltswap.finance/#/swap",4,0.596523215164818
"greenhouse_dex","Greenhouse",NA,NA,"https://greenhousedex.com/",4,0.518561901369103
"bitexbook","BITEXBOOK",2018,"Saint Vincent and the Grenadines","https://bitexbook.com",4,0.400223667176116
"comethswap","ComethSwap",2021,"France","https://swap.cometh.io",3,0.308695980681786
"qtrade","qTrade",NA,"United States","https://qtrade.io",4,0.185020636028971
"tropical_finance","Tropical Finance",2021,NA,"https://tropical.finance/",4,0.0825913520638417
"bgogo","Bgogo",2018,"Cayman Islands","https://bgogo.com/",4,0.027639788
"tfm","Terraformer",NA,NA,"https://tfm.com/trade?",4,0.018932629827609
"fuzz_finance","FuzzSwap",NA,NA,"https://swap.fuzz.fi/",4,0.0185754722006518
"elk_finance_telos","Elk Finance (Telos)",NA,NA,"https://app.elk.finance/#/swap",4,0.016817938322699
"honeyswap_polygon","Honeyswap (Polygon)",NA,NA,"https://app.honeyswap.org/#/swap",4,0.140985134276553
"bithash","BitHash",2016,"Seychelles","https://www.bithash.net/",4,563.837399302546
"biconomy","Biconomy",2019,"Canada","https://www.biconomy.com/",3,51123.4873764888
"citex","CITEX",2018,"British Virgin Islands","https://www.citex.io/",3,150142.77685182
"huobi_korea","Huobi Korea",2018,"South Korea","https://www.huobi.co.kr/en-US/",3,332.419324364935
"zbx","ZBX",NA,NA,"https://www.zbx.one/",3,4530.21502893478
"bione","BiONE",2018,"Singapore","http://www.bione.info/",3,33759.2528964864
"bitinka","Bitinka.com",2014,"Hong Kong","https://www.bitinka.com/",3,780.737954055541
"bitbay","Zonda",2014,"Estonia","https://zondaglobal.com/en/home",3,53.0871548496591
"nami_exchange","Nami.Exchange",2017,"Singapore","https://nami.exchange/en",3,101939.794840081
"babyswap","BabySwap",NA,NA,"https://exchange.babyswap.finance/#/swap",3,44.4866812972753
"itbit","itBit",2013,"United States","https://www.itbit.com/",3,261.265158595932
"dfx","DFX",NA,NA,"https://dfx.finance/",3,25.6251429261866
"tokenomy","Tokenomy",2018,NA,"https://www.tokenomy.com/",3,25.2881765632871
"huobi_japan","Huobi Japan",NA,"Japan","https://www.huobi.co.jp/",3,21.2993319274408
"mimo","Mimo",NA,NA,"https://swap.mimo.exchange/#/swap",3,11.6752188006227
"dmm_avalanche","KyberSwap (Avalanche)",2018,NA,"https://kyberswap.com/",3,9.67656460403088
"dmm_polygon","KyberSwap (Polygon)",2018,NA,"https://kyberswap.com/",2,7.85570754020702
"cherryswap","CherrySwap",NA,NA,"https://www.cherryswap.net/home/",4,5.75199916482743
"cronaswap","Cronaswap",2021,"Singapore","https://app.cronaswap.org/",3,5.39242463247596
"dfx_polygon","DFX (Polygon)",NA,NA,"https://dfx.finance/",3,4.52582230378673
"impossible_finance","Impossible Finance",2021,NA,"https://swap.impossible.finance/#/swap",3,3.93649881995382
"lykke","Lykke",2015,"United Kingdom","https://lykke.com/",3,2.88518997761551
"vitex","ViteX",2019,"British Virgin Islands","https://vitex.net/",3,2.58365693516
"mars_ecosystem","Mars Ecosystem",NA,NA,"https://app.marsecosystem.com/home",3,1.59919894388532
"soulswap","Soulswap",NA,NA,"https://soulswap.finance/",3,1.59729128097938
"paymium","Paymium",NA,NA,"https://www.paymium.com/",3,1.53492466815154
"zebitex","Zebitex",2018,"France","https://zebitex.com/",3,1.50565438968152
"sushiswap_celo","Sushiswap Celo",2021,NA,"https://app.sushi.com/swap",3,0.808091971985664
"freiexchange","Freiexchange",2016,"Norway","https://freiexchange.com/",3,0.341831693705774
"dexalot","Dexalot",NA,NA,"https://dexalot.com/",3,0.329037961669586
"tetuswap","Tetuswap",NA,NA,"https://tetu.io/",3,0.290671077448587
"btcsquare","BTCSquare",2018,NA,"https://btcsquare.net",3,0.284811769999472
